268.882,442.682,380.73,528.247,268.873,539.994,224.493,693.321,100.781,740.451,486.911,510.595,534.128,713.931,419.147,814.334,383.729,861.291,298.324,855.412,47.6913,1002.96,0,0,460.393,867.252,551.708,1076.62,0,0,251.098,416.292,289.466,413.295,0,0,372.03,389.698,0,0,0,0,0,0,0,0,0,0,0,0,1
268.89,442.727,380.736,528.244,268.889,539.962,224.471,693.357,100.723,740.417,486.888,510.568,534.113,713.984,422.034,814.324,386.65,864.265,301.239,858.367,50.5577,1002.89,0,0,463.346,873.137,551.852,1076.61,0,0,251.137,419.088,292.207,413.33,0,0,374.939,389.708,0,0,0,0,0,0,0,0,0,0,0,0,1
268.789,439.88,380.735,528.228,268.893,537.078,224.471,693.421,100.688,740.402,486.889,510.62,537.019,713.846,422.116,814.172,386.611,864.248,301.176,858.373,47.71,1002.98,0,0,460.512,870.22,554.674,1076.62,0,0,248.288,416.148,289.389,413.219,0,0,371.976,389.737,0,0,0,0,0,0,0,0,0,0,0,0,1
268.617,433.782,377.905,528.256,268.873,537.06,224.528,696.137,91.9355,740.424,484.059,513.494,539.971,713.941,413.369,811.291,377.846,870.203,292.369,861.382,44.7669,1005.79,0,0,460.384,881.904,554.772,1076.62,0,0,248.038,410.187,289.343,401.45,0,0,374.872,389.546,0,0,0,0,0,0,0,0,0,0,0,0,1
268.888,416.14,377.848,528.291,268.775,537.111,224.483,693.285,83.124,740.32,484.085,516.424,537.055,719.758,410.201,805.343,374.864,867.238,292.411,861.29,47.6548,1005.77,0,0,457.442,879,554.757,1076.62,0,0,248.083,392.635,292.445,386.608,0,0,383.647,374.96,0,0,0,0,0,0,0,0,0,0,0,0,1
271.88,410.334,377.841,528.262,268.786,537.053,224.475,693.151,91.9299,743.464,484.052,513.51,537.086,716.827,407.357,790.729,383.688,858.353,301.207,855.391,44.6988,1005.84,0,0,457.537,861.397,554.686,1076.62,0,0,248.244,389.67,298.223,371.95,0,0,386.641,366.196,0,0,0,0,0,0,0,0,0,0,0,0,1
274.678,407.351,374.906,528.255,268.722,537.061,224.553,690.258,91.88,743.322,483.99,513.49,534.078,716.859,395.577,784.603,374.892,858.423,295.283,852.525,47.6158,1002.93,0,0,457.418,864.281,554.655,1076.62,0,0,248.28,389.549,298.377,366.112,0,0,386.622,366.11,0,0,0,0,0,0,0,0,0,0,0,0,1
271.877,404.395,374.897,528.209,268.787,534.155,224.503,687.357,86.0454,746.389,483.946,513.488,531.135,719.79,389.635,775.864,371.952,858.427,292.315,855.411,41.8348,1005.84,0,0,457.401,864.297,551.832,1076.62,0,0,248.217,386.787,298.264,363.25,0,0,386.599,366.013,0,0,0,0,0,0,0,0,0,0,0,0,1
271.808,398.482,371.951,528.241,268.737,534.217,224.455,690.384,91.8843,752.254,483.903,513.515,528.3,719.924,386.759,778.832,369.057,858.319,289.365,849.551,44.7631,1002.94,0,0,457.41,861.398,551.885,1076.62,0,0,248.096,386.797,295.46,363.063,0,0,383.744,363.232,0,0,0,0,0,0,0,0,0,0,0,0,1
271.755,392.68,369.102,528.239,268.692,537.033,221.723,693.333,88.8975,749.271,483.906,513.477,528.21,719.869,383.765,784.735,377.824,858.319,295.251,852.47,44.7075,1002.99,0,0,457.544,861.401,554.683,1076.62,0,0,248.077,383.806,295.441,360.209,0,0,386.541,363.213,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,382.766,896.158,665.761,917.08,875.231,1320.43,864.78,1048.06,68.6043,885.639,141.819,1231.25,0,0,298.978,1713.27,435.323,1776.14,0,0,0,0,141.868,1666.16,0,0,0,0,0,0,0,0,550.351,477.277,194.243,503.324,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,356.775,901.23,644.681,906.6,896.03,1309.84,901.421,1048.15,68.7044,896.284,0,0,0,0,309.346,1718.53,461.48,1776.12,848.949,1582.28,0,0,142.028,1681.84,0,0,0,0,0,0,0,0,534.752,487.69,199.489,508.608,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,356.687,901.329,639.424,901.24,901.294,1309.82,932.71,1063.65,68.7358,906.759,0,0,0,0,304.253,1708.05,451.014,1760.45,849.036,1577.05,0,0,142.036,1660.94,0,0,0,0,0,0,0,0,524.477,482.284,194.29,503.335,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,356.551,901.427,613.448,896.142,917.059,1309.87,948.676,1069.12,68.7269,906.716,0,0,0,0,304.197,1702.88,450.915,1770.87,854.24,1577.11,0,0,141.869,1666.18,0,0,0,0,0,0,0,0,518.999,487.803,204.752,529.552,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,351.604,901.583,608.23,896.067,906.825,1314.95,974.75,1079.47,73.924,927.534,0,0,0,0,309.422,1697.66,445.761,1760.44,859.35,1577.01,0,0,147.163,1655.63,0,0,0,0,0,0,0,0,503.254,482.639,183.886,534.781,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,356.565,901.339,602.898,891.004,906.621,1309.96,980.136,1089.88,89.4623,922.31,0,0,0,0,309.501,1708.03,466.701,1755.19,849.109,1577.16,0,0,147.214,1655.74,0,0,0,0,0,0,0,0,492.783,482.479,183.858,529.513,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,356.755,901.376,607.985,895.949,901.621,1309.87,980.108,1074.4,94.8327,922.422,0,0,0,0,309.373,1702.85,445.791,1755.18,854.363,1582.39,0,0,147.217,1660.89,0,0,0,0,0,0,0,0,482.596,482.414,183.739,560.862,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,356.807,901.284,608.031,890.975,901.36,1309.99,979.995,1074.45,99.8904,927.522,0,0,0,0,314.738,1697.57,477.146,1723.78,848.934,1577.13,0,0,147.237,1655.65,0,0,0,0,0,0,0,0,482.492,482.492,262.436,545.233,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,356.62,896.143,602.81,885.739,901.239,1309.79,980.042,1074.42,99.9996,917.097,0,0,0,0,309.582,1697.58,461.402,1739.45,849.071,1577.2,0,0,152.334,1655.61,0,0,0,0,0,0,0,0,482.276,482.549,199.568,555.719,0,0,0,0,0,0,0,0,0,0,0,0,1
680.264,161.105,805.712,165.093,746.929,147.4,731.27,265,686.225,298.281,856.68,188.569,823.352,382.557,674.447,323.751,882.113,441.306,840.964,443.265,0,0,0,0,931.071,439.356,1001.63,545.15,1117.2,509.876,0,0,682.347,145.422,0,0,748.874,129.802,0,0,0,0,1123.14,509.965,0,0,0,0,0,0,1
680.325,163.046,807.662,165.048,758.666,143.513,733.209,282.621,686.189,313.941,854.707,190.53,825.306,382.538,676.374,325.702,884.056,447.19,842.919,455.01,0,0,0,0,929.111,443.272,995.745,550.988,1111.31,666.568,0,0,682.38,145.504,0,0,748.933,131.78,0,0,0,0,0,0,0,0,0,0,0,0,1
682.197,163.012,807.695,163.114,762.598,141.538,731.266,268.916,688.146,241.473,852.66,194.429,821.402,382.507,672.514,323.822,886.028,441.3,846.842,445.211,0,0,0,0,929.127,441.304,1009.45,543.215,0,0,0,0,684.226,145.488,0,0,754.786,131.657,0,0,0,0,0,0,0,0,0,0,0,0,1
