,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_layer_num,param_nb_hidden,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
0,4164.362293481827,0.3326892852783203,3.7077614068984985,0.02038276195526123,3,300,"{'layer_num': 3, 'nb_hidden': 300}",0.22293459310541874,0.2307302944240854,0.2268323889603898,0.0038978506589480537,16,0.7542813756651895,0.7541195658320458,0.7542004707486176,8.090491657186671e-05
1,4172.55023086071,35.83471119403839,3.716835141181946,0.03349769115447998,3,400,"{'layer_num': 3, 'nb_hidden': 400}",0.23511051122319357,0.232895587863318,0.23400306511433236,0.0011074616798283248,12,0.8180309890081608,0.8237163264191892,0.820873657713675,0.0028426687055141953
2,4277.503000617027,0.23821580410003662,3.819600224494934,0.022905468940734863,3,500,"{'layer_num': 3, 'nb_hidden': 500}",0.23527923064279876,0.2361857090635092,0.235732463480543,0.0004532392103104136,11,0.8594808919884143,0.8662336201496423,0.8628572560690283,0.003376364080614036
3,4318.55732023716,11.94701063632965,3.9531227350234985,0.03029191493988037,3,600,"{'layer_num': 3, 'nb_hidden': 600}",0.23887857825852885,0.24031945108447178,0.23959900454205676,0.0007204364129002567,9,0.894097466327145,0.8955345593544115,0.8948160128407783,0.0007185465136332336
4,4294.438636064529,9.341511487960815,3.9815289974212646,0.03621697425842285,3,700,"{'layer_num': 3, 'nb_hidden': 700}",0.24005961419576521,0.2412474339870898,0.2406535157409657,0.0005939098956035935,7,0.91698771125839,0.908019796405196,0.912503753831793,0.004483957426596963
5,5068.012257933617,8.156398177146912,4.433347821235657,0.007273554801940918,4,300,"{'layer_num': 4, 'nb_hidden': 300}",0.22175355716943942,0.22398132785917158,0.22286742685291122,0.0011138853447559744,18,0.6875228480647283,0.6832574095978632,0.6853901288312958,0.002132719233432556
6,5143.051595926285,19.423901796340942,4.528865098953247,0.02346038818359375,4,400,"{'layer_num': 4, 'nb_hidden': 400}",0.23201732186125085,0.2271870869775161,0.22960223837629534,0.002415117441628651,14,0.7487697196375187,0.7431246836443839,0.7459472016409513,0.0028225179965674085
7,5172.8708370924,9.213719487190247,4.677901744842529,0.029875755310058594,4,500,"{'layer_num': 4, 'nb_hidden': 500}",0.24056577245541882,0.2435814515906443,0.2420735908225821,0.0015078395674636906,6,0.8196619892587329,0.8156459141713509,0.8176539517150418,0.002008037543690999
8,5216.8763909339905,15.353633403778076,4.803167462348938,0.047376275062561035,4,600,"{'layer_num': 4, 'nb_hidden': 600}",0.24059389235784834,0.25024605607287337,0.24541990635992933,0.004826081857035487,4,0.8439301481994097,0.8661492604398398,0.8550397043196247,0.011109556120215025
9,5287.945762753487,9.817108511924744,4.809752345085144,0.02052009105682373,4,700,"{'layer_num': 4, 'nb_hidden': 700}",0.2464990720440302,0.25272067714652147,0.24960983085692748,0.0031108025509381447,1,0.8907229830465737,0.8963500365491699,0.8935365097978718,0.00281352675129809
10,6025.955067276955,35.09200942516327,5.436160922050476,0.001845240592956543,5,300,"{'layer_num': 5, 'nb_hidden': 300}",0.21818232945446275,0.20629341132160092,0.21223795396801393,0.005944459065843341,19,0.6302691150442734,0.6042967212125747,0.6172829181284241,0.012986196915849346
11,6092.669504761696,33.79773795604706,5.544519424438477,0.015109777450561523,5,400,"{'layer_num': 5, 'nb_hidden': 400}",0.23384511557364046,0.23334551896761763,0.2335953207828305,0.000249798302986726,13,0.7015269536919214,0.7014791069051679,0.7015030302985447,2.3923393376756863e-05
12,6140.014343619347,15.771369576454163,5.569953918457031,0.001741647720336914,5,500,"{'layer_num': 5, 'nb_hidden': 500}",0.23991901468026558,0.23345800174369255,0.23668855363338237,0.003230506467967199,10,0.7579933072756616,0.7582531916023165,0.7581232494389891,0.00012994216332745667
13,6230.62176156044,2.2366230487823486,5.690485119819641,0.003666520118713379,5,600,"{'layer_num': 5, 'nb_hidden': 600}",0.24995782014845086,0.24560614155999272,0.24778201144684717,0.002175839294014002,3,0.8218554033938699,0.8068443844586696,0.8143498939262697,0.007505509467600147
14,6279.984248161316,39.16561770439148,5.805893778800964,0.010033726692199707,5,700,"{'layer_num': 5, 'nb_hidden': 700}",0.24813002643354712,0.24917746970037122,0.2486537407033548,0.000523721633360283,2,0.8538567531880209,0.8515269107507791,0.8526918319694,0.0011649212186208846
15,7037.362627863884,6.5245901346206665,6.280014991760254,0.03901076316833496,6,300,"{'layer_num': 6, 'nb_hidden': 300}",0.2149485405786965,0.20758696324646242,0.2112678036650177,0.0036807886657532173,20,0.5870194876434691,0.562763624089781,0.574891555866625,0.01212793177684407
16,7095.299901127815,35.751434445381165,6.399068593978882,0.05427956581115723,6,400,"{'layer_num': 6, 'nb_hidden': 400}",0.22484674652761097,0.2272714490595723,0.2260590807477518,0.001212351265860835,17,0.6488850144829955,0.6495135256667673,0.6491992700748814,0.0003142555918859147
17,7197.012658953667,2.706927180290222,6.586188435554504,0.006380677223205566,6,500,"{'layer_num': 6, 'nb_hidden': 500}",0.23151116360243526,0.22749641461193165,0.2295038173311686,0.0020073744950533873,15,0.7003740052329632,0.6949552893504525,0.6976646472917079,0.0027093579412553748
18,7285.15928196907,7.118626356124878,6.719709038734436,0.03207671642303467,6,600,"{'layer_num': 6, 'nb_hidden': 600}",0.24067825206765092,0.2393633474876255,0.2400208090215156,0.0006574522899477259,8,0.7629425494271481,0.749704741019043,0.7563236452230956,0.006618904204052534
19,7337.110195398331,8.441603899002075,6.793214559555054,0.008780241012573242,6,700,"{'layer_num': 6, 'nb_hidden': 700}",0.23803498115966482,0.249768004274555,0.24390141023308143,0.005866511556865226,5,0.7805461038811959,0.7992801304797034,0.7899131171804497,0.009367013299253713
